제목,연수 분야,시간,후기,별점,날짜,가격
탤짱쌤의 참 쉬운 글쓰기,교과지도,15,"탤짱쌤의 참 쉬운 글쓰기는 교사로서의 나를 다시 돌아보게 하는 연수였다. 우리는 대단한 사람들이었다. 우리는 수업과 생활을 통해 한 사람의 학생을 온전한 개인으로 성장시켜주고, 이 아이를 온전한 민주시민으로 성장시켜 우리나라의 근간을 지키기 위해 매일매일 고군분투하고 있기 때문이었다. 사실 짧은 연수 시간으로 많은것을 얻을 수 없어 좌절도 됐지만 글쓰기를 위한 작은 발걸음을 내딛은 나에게 응원의 박수를 쳐주고 싶다.",5,2024-01-26,40000
탤짱쌤의 참 쉬운 글쓰기,교과지도,15,탤짱쌤이 쉽고 이해하기 좋게 잘 연수 해 주어서 글쓰기가 참 쉬워졌어요^^ 진작에 들을걸 했어요ㅋㅋ 글쓰기가 더 좋아져서 너무 행복해요^♡^,5,2024-01-12,40000
신영일과 함께하는 안전교육 365,생활지도,15,유익한 내용이 많았습니다. 고맙습니다.,5,2024-05-23,40000
신영일과 함께하는 안전교육 365,생활지도,15,일상생활과 학교교육에 도움이 되는 연수입니다.,5,2024-05-14,40000
신영일과 함께하는 안전교육 365,생활지도,15,아이들과 함께 생활하면서 수시로 안전에 대해 걱정을 많이 하곤 합니다. 유익한 연수였고 꼭 필요한 연수였습니다. 감사합니다.,5,2024-05-14,40000
신영일과 함께하는 안전교육 365,생활지도,15,안전 교육을 위해 꼭 들어야 하는 연수입니다. 다양한 안전 교육의 내용을 분야별로 전문 강사님께서 설명을 해 주셔서 잘 들었습니다. 교직을 떠날 때까지 안전에 대해 불안함이 늘 있습니다. 연수를 통해 조금이나마 도움이 되고 싶습니다. 모든 선생님들 힘내세요. ^^ 연수 감사합니다.,5,2024-05-10,40000
신영일과 함께하는 안전교육 365,생활지도,15,학교 내외에서 일어나는 다양한 안전사고에 대처하는 방법을 알 수 있어 좋았습니다.,5,2024-05-10,40000
신영일과 함께하는 안전교육 365,생활지도,15,안전교육에 딱 필요한 연수입니다.,5,2024-05-01,40000
신영일과 함께하는 안전교육 365,생활지도,15,군더더기 없이 꼭 필요한 내용만 짧고 알차게 구성해서 지루한 지 모르고 연수를 들었습니다.,5,2024-04-30,40000
신영일과 함께하는 안전교육 365,생활지도,15,"수업 적용에도 좋았지만, 저에게 더 힐링이 되었던 수업이었어요. 수업에 활용되었던 책의 목록을 따로 받아 볼 수 있도록 정리된 것을 볼 수 있었음 더 좋겠다 싶었어요.",5,2024-04-29,40000
신영일과 함께하는 안전교육 365,생활지도,15,안전 의무연수로 적합합니다.,5,2024-04-24,40000
신영일과 함께하는 안전교육 365,생활지도,15,법정 연수여서 신청했습니다.,5,2024-04-24,40000
신영일과 함께하는 안전교육 365,생활지도,15,조금 지루한 면도 없지 않아 있었지만 유익한 내용입니다.,5,2024-04-16,40000
신영일과 함께하는 안전교육 365,생활지도,15,안전연수로 강력 추쳔합니다.,4,2024-04-12,40000
신영일과 함께하는 안전교육 365,생활지도,15,유익한 연수 감사합니다.,5,2024-04-11,40000
신영일과 함께하는 안전교육 365,생활지도,15,"365일 안전한 생활을 하게끔 핵심콕콕 알려주는 신영일과 함께하는 안전교육 365 연수 잘 들었습니다. 유익한 연수이며 언제 들어도 기억하고, 실천해야 할 내용들입니다. 신영일님, 여러 강사님, 고맙습니다.",5,2024-04-09,40000
신영일과 함께하는 안전교육 365,생활지도,15,안전에 대한 기본기를 다지는데 충실한 좋은 강의였습니다.,5,2024-04-09,40000
신영일과 함께하는 안전교육 365,생활지도,15,유명 강사들 보니 도움이 많이 되었습니다,5,2024-04-04,40000
신영일과 함께하는 안전교육 365,생활지도,15,감사합니다. 유익한 연수였습니다.,5,2024-03-21,40000
신영일과 함께하는 안전교육 365,생활지도,15,"여러 가지 상황속에서 꼭 알아두어야 하는 안전연수입니다. 매번 들을때마다 새롭기도 하고 가끔은 기억하지 못했던 부분들을 다시 기억할 수 있는 시간이 되어서 좋은듯 합니다. 강의형 자료도 필요하지만 일상생활이 가미된 동영상이라든지, 학생들의 인터뷰, 전문가의 인터뷰(묻고 답하기) 등의 다양한 자료를 활용하여 안전상식을 알려준다면 어떨까 하는 생각을 해 봅니다.",5,2024-03-19,40000
신영일과 함께하는 안전교육 365,생활지도,15,낯익은 아나운서가 강의의 시작과 끝을 알리며 좋은 강사진에 의한 영상 강의가 참 편하고 좋았던 안전연수입니다. 진정한 전문가들에게 의한 살아 있는 안전연수가 아주 쉽고 즐겁게 다가왔습니다.,5,2024-02-26,40000
신영일과 함께하는 안전교육 365,생활지도,15,초등학교에서는 안전이 1순위! 아주 유용합니다.,5,2024-02-19,40000
신영일과 함께하는 안전교육 365,생활지도,15,"안전교육에 대해서 자세한 내용을 알 수 있고, 흥미있는 연수 진행으로 많은 도움이 되었습니다.",5,2024-01-23,40000
신영일과 함께하는 안전교육 365,생활지도,15,"안전교육의 중요성과 방법을 잘 알려줘요! 실제에서 잘 놓칠 수 있는 부분, 꼭 알아야 할 포인트를 잘 집어주어 도움이 많이 되요.",5,2024-01-19,40000
신영일과 함께하는 안전교육 365,생활지도,15,유익한 연수였습니다.,5,2024-01-18,40000
신영일과 함께하는 안전교육 365,생활지도,15,안전교육이 의무라서 하게 되었지만 실질적이고 쉽게 배울 수 있는 안전교육이라고 생각됩니다.,5,2024-01-17,40000
신영일과 함께하는 안전교육 365,생활지도,15,필요한 연수 잘 들었습니다.,5,2024-01-02,40000
신영일과 함께하는 안전교육 365,생활지도,15,학교에서 필요한 안전교육을 한번에 들을수 있어서 유익했습니다^^,5,2023-12-30,40000
신영일과 함께하는 안전교육 365,생활지도,15,학교에서 가장 중요한 것은 무엇보다 안전~!! 안전 교육에 대해 알 수 있었던 유익한 연수였습니다.,5,2023-12-29,40000
신영일과 함께하는 안전교육 365,생활지도,15,안전교육 의무시간 충족과 바뀐 심폐소생과 안전기준이 궁금해 들었는 연수인데 소문대로 좋은 강의였습니다. 중간중간에 모셔와 의견을 구하던 전문가들도 다들 적절한 지식을 갖춘 좋은 강사들이었고요. 앞으로도 이런 강의 기다리겠습니다.감사합니다.,5,2023-12-29,40000
신영일과 함께하는 안전교육 365,생활지도,15,"필수 안전교육, 재미있게 들으세요",5,2023-12-27,40000
신영일과 함께하는 안전교육 365,생활지도,15,의무연수여서 들었는데 재미있게 연수를 받았습니다.,5,2023-12-26,40000
신영일과 함께하는 안전교육 365,생활지도,15,안전교육 이수 하기 가장 좋은 연수입니다.,5,2023-12-22,40000
신영일과 함께하는 안전교육 365,생활지도,15,필수 연수. 유용하게 잘 들었습니다.,5,2023-12-20,40000
추억 소환! 종이접기 리턴즈,학습지도,15,유익한 내용이 많았습니다. 고맙습니다.,5,2024-05-23,40000
추억 소환! 종이접기 리턴즈,학습지도,15,종이접기 배울 때 정말 좋아요 ㅎㅎ 아이들이 종이접기를 좋아하더라구요 ㅎㅎ 조금 어려운 것도 있지만! 다들 신기해합니다 ㅎㅎ,5,2024-03-25,40000
추억 소환! 종이접기 리턴즈,학습지도,15,너무 재미있어요 일단 쉬워서 인터넷으로 따라하기 좋았어요 활용도 너무 좋은 연수입니다 추천!!,5,2024-02-21,40000
추억 소환! 종이접기 리턴즈,학습지도,15,어설프게 아는 게 아닌 설명을 잘 할 수 있는 전문가가 된 것 같아요. 짱.,5,2023-12-20,40000
추억 소환! 종이접기 리턴즈,학습지도,15,저학년 담임을 할 때에 요긴하게 쓰일 연수입니다. 좋아요.,5,2023-12-18,40000
고민 톡톡! 토크로 풀어보는 재밌는 성[性] 이야기,생활지도,30,뇌과학을 접하게 되는 소중한 기회....뇌의 역할을 세분하여 인간의 행동과 마음을 이해할 수 있었다.,5,2024-05-23,75000
"Z세대의 소통법, 유튜브 활용 교육",ICT,30,사례를 통해 알기쉽게 전달하는 연수입니다. 유튜브 입문자에게 유용한 연수라고 추천합니다.,5,2024-05-22,75000
"Z세대의 소통법, 유튜브 활용 교육",ICT,30,기초필수문장 연습하기에 정말 좋은 연수이지만...제목이 왕초보이니만큼 기본 문장이 아주 쉬운 문장이어서 조금 쉬운 감이 있습니다. 하지만 기본문장 드릴에는 좋은 시간들이었습니다. 자신에게 적당한 레벨이 무엇인지 보시고 선택하시기 바랍니다.,5,2024-05-20,75000
"Z세대의 소통법, 유튜브 활용 교육",ICT,30,유튜브로 활용할 수 잇는 교육을 배울 수 있어서 좋았어요,4,2024-04-29,75000
"Z세대의 소통법, 유튜브 활용 교육",ICT,30,"부쩍 늘어난 해외여행, 언어 때문에 많은 부담이 있었어요. 5분의 여행 영어 연수를 듣고 정말 중요한 내용이 도움이 되었습니다.",5,2024-04-24,75000
"Z세대의 소통법, 유튜브 활용 교육",ICT,30,연수에서 배운 것을 아이들과 매일 하고 있습니다. 감사합니다.,5,2024-04-24,75000
"Z세대의 소통법, 유튜브 활용 교육",ICT,30,"유튜브 활용 수업 관련해서 다양한 내용을 자세하게 알 수 있었습니다. 유튜브 활용 수업, 시작해 봅시다.^^",5,2024-04-21,75000
"Z세대의 소통법, 유튜브 활용 교육",ICT,30,"평소 수업에서 가르쳤지만, 조금 부족한 부분, 빠뜨렸던 부분들을 이 연수를 통하여 보충하는 의미있는 시간이었습니다.",5,2024-01-24,75000
"Z세대의 소통법, 유튜브 활용 교육",ICT,30,"아이들이 선호하는 유투브를 아이들이 선택하여 발표하고, 경청한 학생들이 구독 신청하는 모습이 인상깊었습니다. 오히려 유투브를 통해 더욱 흥미진진한 수업과 다양한 아이들의 성향도 파악할 수 있어 좋았습니다. 그 외에도 인기많은 참샘과 달지의 경험을 바탕으로 한 설명들이 수업노하우를 모든 선생님과 공유하려는 열정을 본 것 같아 좋았습니다^^ 공신샘, 혼공샘, 빠르고샘, 초등 유투브 수업 노하우 알려주신 샘들 모두 감사해요!",5,2023-12-25,75000
핵심만 콕! 수업에 바로 쓰는 메타버스,학습지도,15,메타버스란 용어가 생소하고 알고 싶어서 신청했는데 수업에 활용하면 좋을 팁을 많이 알게 되어 좋았습니다.,5,2024-05-22,40000
핵심만 콕! 수업에 바로 쓰는 메타버스,학습지도,15,교실에 스마트패드가 구비되어 있는데 막상 참신한 수업을 하려면 생각이 잘 안나더라구요 그래서 거의 검색이나 디지털교과서 위주로 활용하고 있었는데 이번에 메타버스 연수를 들으면서 생각보다 다양한 프로그램이 있다는것을 알게 되었습니다 아이들이 좋아하는 게임형 활동으로 배운 내용도 정리하기 편하고 AI교육도 저절도 되는거 같아서 저한테는 의미있는 연수였던것 같습니다 아직 학기초라 앞으로 활용할 프로그램이 많이 남아서 천천히 잘 활용해보려고 합니다 유익한 연수 제공해주셔서 감사합니다!,5,2024-03-23,40000
핵심만 콕! 수업에 바로 쓰는 메타버스,학습지도,15,별 기대없이 시작된 연수에서 진주를 발견한 느낌이랄까...? 피곤한 일상을 벗어나게 해 줄 수 있는 연수로 강추합니다.,5,2024-01-28,40000
핵심만 콕! 수업에 바로 쓰는 메타버스,학습지도,15,유익한 연수였습니다. 많은 도움 받았네요^^,5,2023-12-20,40000
전인구의 주식 기초반,자기계발,30,"매우 유익했고, 주변 사람들과의 생활에 적용해보고 싶은 생각이 드네요. 학생들이나 동료교사들에게도 적용이 되니 더욱 더 잘 이해하게 되고 도움이 됩니다. 한 두번은 더 들어야 더 이해가 제대로 될 것 같지만",4,2024-05-22,75000
전인구의 주식 기초반,자기계발,30,"전인구 선생님의 주식초보 강의 너무 좋습니다. 어렵지만 반복해서 들어보려고요. 강의를 듣다보면, 전인구 쌤이 정말 대단하시다 라는 생각이 듭니다. 후속 강의도 업로드 부탁드려요~~",5,2024-04-01,75000
전인구의 주식 기초반,자기계발,30,주식이라는 재테크에 대해 알아보고 경제와 투자 전반에 대해 알 수 있어 좋았습니다.,4,2024-02-12,75000
전인구의 주식 기초반,자기계발,30,"누구나 주식으로 돈을 벌어보기도 하고, 잃어보기도 했을 것 같다. 시작은 해 놓고, 신경을 못 쓰고 있는 나의 주식 자산에 보탬이 되기 위해 연수를 들었다. 전반적인 주식 관련 이야기와 지식을 알게 되어 좋았고, 무엇보다도 강사가 교사 출신이라는 것에 놀라웠다. 누구나 관심을 가지고 하면 저렇게 잘 하게 될까? 라는 의구심이 끝까지 나와 함께 했다. ㅎ",5,2024-01-26,75000
전인구의 주식 기초반,자기계발,30,주식의 기초에 대해 조금은 알게 되었습니다. 알기 쉽게 설명해 주셨고 많은 도움을 받았습니다,5,2024-01-19,75000
전인구의 주식 기초반,자기계발,30,"20년이 다되어가는 교사입니다. 황희철 선생님의 강의를 듣고 재무관리의 큰 틀이 생겨서 연수를 많은 선생님께 추천하고싶습니다. 실제로 주변 모임에 가서 황희철선생님의 강의를 추천하고, 여기서 들은 경제지식을 공유하기도 했습니다. 저는 결혼도 늦게하고 아이도 늦게 생겨 생활관리가 참 늦었습니다. 우연히 산 집이나 우연한 투자로 허황된 생각도 하고 있었구요. 극 p형이라 무계획적으로 소비와지출, 투자를 했고, 할 예정이었습니다. 투자이전에 재무관리를 어떻게 하면 좋을까 하는 워밍업정도로 이 강의를 신청하게 되었지요. 그러나 저는 어떠한 투자보다도 이 수업의 투자가 가장 가치있는 투자였던 것 같습니다. 어떤 원칙도 없이 순서도 없이 무턱대고 투자할뻔한 저에게 가장 현실적인 대안을 알려주셔서 감사합니다. 신규때 이 수업을 들었다면 더 좋았을 것같기도 하네요. 좋은 내용을 솔직하게 알려주셔서 감사합니다.",5,2024-01-10,75000
전인구의 주식 기초반,자기계발,30,"주식투자를 위한 기본 지식을 한방에 정리해 주고, 설명도 쉽게 해 줌. 주식 관련 다른 내용으로도 강좌를 만들어 주세요.",5,2024-01-05,75000
전인구의 주식 기초반,자기계발,30,주식 관련 개념이 없었는데 기본적인 개념 정립에 유용했네요~~,5,2023-12-29,75000
전인구의 주식 기초반,자기계발,30,주식 문외한인 제가 자신감이 생겼습니다. 좀 더 공부해서 실전 투자 해보겠습니다. 감사합니다.,5,2023-12-29,75000
전인구의 주식 기초반,자기계발,30,"안전하게 예금, 적금만 넣다가 코로나 이후로 주식이 핫해서 궁금해졌습니다. 투기가 아닌 투자를 하는 기초적인 방법을 배워서 좋았습니다.",5,2023-12-20,75000
처음 만나는 다문화교육,생활지도,30,다문화사회를 위한 교사의 역할과 역량을 키우는데 도움이 되는 연수였습니다.,5,2024-05-22,75000
처음 만나는 다문화교육,생활지도,30,기본적인 것 밖에 몰라서 답답할 때가 있었는데 차근차근 설명을 들으면서 하니 많은 도움이 되었습니다.,5,2024-04-25,75000
처음 만나는 다문화교육,생활지도,30,"""처음 만나는 다문화교육"" 제목처럼 쉽고 친근하게 다가갈 수 있는 내용이었어요. 감사합니다.",5,2024-04-22,75000
처음 만나는 다문화교육,생활지도,30,저희 학교는 다문화 학생이 70%를 넘는 학교입니다. 이번 연수를 통해 그동안 이해하지 못했던 다문화 학생에 대해 생각해보게 되는 교육이었습니다,5,2024-04-19,75000
처음 만나는 다문화교육,생활지도,30,"다양하고, 다문화 학생들이 많아 다문화에 대한 기초적인 지식을 얻고자 신청하여 연수를 받았습니다. 다문화에 대한 기본 개념 이해와 학생에게 다가가는데 도움이 되었습니다. 학부모와 학생들이 겪는 어려움과 환경에 대한 이해가 되었습니다. 내용이 쉽고 친절하게 안내해서 편안하게 연수를 받을 수 있었습니다. 더구나 경상남도교육청에서 위탁해서 공짜로! 더 좋았습니다. 감사합니다.",5,2024-04-16,75000
처음 만나는 다문화교육,생활지도,30,다문화교육 연수가 필요해서 들었어요. 도움이 되었습니다.,5,2024-03-21,75000
처음 만나는 다문화교육,생활지도,30,강사님은 자신의 실패와 삶이 경험을 통해 깨달은 바를 책과 강의로 자신의 사명을 많은 이들에게 알리고 있다. 현재 내가 하고 있는 선생님이란 직업과 일상적으로 이루어지는 일들 속에서 실패와 성공으로 나누지 않고 성장과 더불어 자기 초월적인 경지에 이를 수 있는 깨달음을 얻었다.,5,2024-01-14,75000
처음 만나는 다문화교육,생활지도,30,"인생에 죽음이 있다는 것을 알고 삶을 온전히 낭비하지 않고 감사하는 마음으로 오늘을 맞이합니다. 버블맵에 저도 채워넣어 보았어요. 기록하고 기억하는 삶, 더 넓은 세상으로 기꺼이 발걸음을 내딛는 삶, 아름다운 것을 감상하며 가꾸는 삶, 작고 소중한 생명을 사랑하고 돌보는 삶. 임경희 선생님 목소리를 들으면 마음이 따뜻해지고 삶을 긍정적으로 바라보게 됩니다. 배우의 죽음으로 심란했던 방학의 시작을 위로 받고 시작하게 해 주셔서 감사합니다. 내밀한 사적인 기억과 생각들을 나눠주신 출연진들께도 감사드립니다.",5,2024-01-08,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,연수 내용이 도움이 많이 되었습니다. 감사드립니다. ^^,5,2024-05-21,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,"그림책 수업을 들으면서 학생들과 다양한 상황속에서 학생들의 마음을 읽고 쓰고 만들어 볼 수 있는 그림책 수업이 진행될 수 있겠구나 생각이 들었고, 매번 국어시간이나 미술시간에 만들어 보니 책 만들기 수업과 전혀 차원이 다른 어린이만의 생각으로 이야기를 풀어 나가며 그림도 그리고, 글도 함께 써 볼 수 있어 꼭 학급의 학생들에게 적용하여 교사와 학생들간의 관계형성은 물론 새로운 시도를 해 볼 수 있는 자신감을 만들어준 연수였다.",5,2024-05-17,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,학생들과 먼저 교감하고 다양한 방법을 통해 즐겁게 해 나갈 수 있는 방법을 알게 되어 좋았다.,5,2024-04-17,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,처음으로 특수학생과 함께 하게 되었습니다. 너무 유용한 수업이었습니다.,5,2024-04-11,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,그림책 수업은 어떻게 해야 하나 고민이 많았는 데 연수를 들으며 방향을 잡아갔습니다~ 아이들과 그림책을 직접 읽고 쓰며 만들어 보니 반응도 좋고 더욱 좋아해요^^,5,2024-03-28,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,도서관 그림책방에 꽂혀 있던 그림책들이 한권씩 서가 밖으로 나와 아이들과 만남으로 행복한 시간들을 만들수 있을것 같아 너무 좋습니다. 그림책소개와 방법까지 연수를 통해 알려주시니 참 좋습니다,5,2024-03-28,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,"학급에 물건을 집어던지고 악을 쓰고 다른친구 얼굴을 때리고 식판도 던져버리던 아이로 너무나 힘들었었을 때 권영애선생님의 강의를 만났고, 그리고 기적적으로 그 구렁에서 날 건져주셨습니다. 너무 유용한 강의여서 몇년이 지났지만 지금도 학급분위기 바로 세우는데 큰 도움을 받고 있습니다. 다시 또 들어보려고 합니다.",5,2024-03-21,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,새로운 그림책도 많이 알게 되고 좋았습니다.,5,2024-01-22,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,그림책으로 다양한 활동에 대한 아이디어를 얻었어요~,5,2024-01-15,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,아이들과 함께 읽을때 어떤 책을 어떤 상황에 읽을지 고민이 되었었는데 너무 즐겁게 읽는 연수를 듣고 배울 수 있어서 참 좋았습니다 ^^,5,2024-01-02,75000
읽고 쓰고 만드는 그림책 수업,학습지도,30,학급 아이들하고 그림책 많이 읽고 실제로 그림책도 1권 만들어봤습니다. 연수 내용을 적용할 수 있어서 뿌듯했습니다.,5,2023-12-24,75000
"교실놀이, 수업에 행복을 더하다",학습지도,30,교실놀이를 체계적으로 정리해서 배울수 있어서 너무 좋았습니다.,5,2024-05-21,65000
"교실놀이, 수업에 행복을 더하다",학습지도,30,"옛 놀이가 많이 담겨 있는 연수입니다. 아이들과 실제로 시간을 보내다 보면, 따로 시간을 내어 놀아주기가 참 어려운 것 같다는 생각을 합니다. 놀이와 학습이 접목되어 학습의 효과를 증진시킨다는 것이 너무 좋은 포인트로 다가옵니다. 그리고 실제로 적용해보면, 아이들은 작은 놀이에도 너무나 즐거워합니다. 옛놀이가 그런 의미에서 간단하고 효과적이라는 생각이 듭니다. 수업에 녹여내기까지... 제가 숙달되고 수업과 녹여내기 위해 약간의 수고를 하며 실천해야하는 과제가 남아있는 것 같습니다. 한번 도전해보고 싶은 마음이 듭니다~~ 이인희 선생님의 허용적인 학급문화 만들기..의 방향성도 너무 공감되었습니다. 연수 볼 수 있을 때까지 한번씩 찾아보면서 많이 적용해보고 싶습니다. ^^",5,2024-04-17,65000
"교실놀이, 수업에 행복을 더하다",학습지도,30,레크레이션에. 많은도움되었습니다,5,2024-04-12,65000
"교실놀이, 수업에 행복을 더하다",학습지도,30,"저학년 수업에 필수적인 놀이수업이 잘 정리되어 있어요~ 오랜만에 1학년 맡아서 앞이 깜깜했는데, 이 수업 듣고 정말 많이 활용했어요!!! 강추입니다.. 혹시 올해 1학년 담임을 맡으신 분. 저학년이 자신 없는 선생님께 추천합니다. 수업에 활용할 수 있는 다양한 방법이 나와요!",5,2024-03-25,65000
그림책으로 배우는 삶과 죽음,생활지도,30,"연수 들으면서, 눈물이 나와서, 살짝 당황했습니다. 이렇게 많은 이야기가 있는 그림책들을 접할수 있어서. 유익했습니다.",5,2024-05-21,85000
그림책으로 배우는 삶과 죽음,생활지도,30,연수를 듣고 막연하게 생각했던 삶과 죽음에 대하여 다양하게 생각하는 계기를 마련했습니다.,5,2024-04-24,85000
그림책으로 배우는 삶과 죽음,생활지도,30,죽음은 항상 삶 속에 존재하는 데 막연하게 무섭고 두렵고 끝이라는 생각만 햇던 것 같습니다. 다양한 그림책을 통해 죽음을 통해 삶의 진정한 의미를 찾아보는 좋은 강의였습니다.,5,2024-04-16,85000
그림책으로 배우는 삶과 죽음,생활지도,30,죽음에 대한 다양한 관점을 배울 수 있었습니다.,5,2024-03-31,85000
그림책으로 배우는 삶과 죽음,생활지도,30,"전직 초등교사이셨던 임경희 선생님의 '그림책으로 삶과 죽음'의 강의를 듣고나니 내 삶을 통찰하며 현재의 삶이 얼마나 소중하고 귀한 것인지를 깊이 깨닫게 해줍니다. 지금 현재의 삶이 얼마나 감사한지 삶의 감수성도 키워줍니다. 메먼토 모리(=죽음을 기억하라!), 아모르 파티(=고난 속에서도 운명을 사랑하고 받아들이라!)를 통해서 내 삶의 순간 순간이 귀하고 감사합니다. 많은 사람들이 이 강의를 접하여 행복하고 삶의 선택의 문제에 직면하였을 때 더 나은 선택을 할 수 있기를 바랍니다.",5,2024-03-21,85000
그림책으로 배우는 삶과 죽음,생활지도,30,"‘그림책’과 ‘죽음’에 대한 관심과 호기심으로 시작했던 연수가 자연스레 나 자신의 상실과 죽음, 현재의 삶에 대한 성찰로 이어졌고, 사회 구성원으로서의 ‘나’에 대해 다시금 돌아보게 하는 계기도 되었다. 죽음을 키워드로 하는 그림책들의 다양성과 깊이를 만나볼 수 있었던 것도 좋았다. 좋은 연수 마련해주신 아이스크림 연수원과 강사 임경희 선생님께 감사드린다.",5,2024-02-26,85000
그림책으로 배우는 삶과 죽음,생활지도,30,초등전문상담교사로서 실무에도 잘 적용할 수 있는 유용한 강의였어요 그리고 저 또한 죽음과 삶에 대해 다시 한 번 성찰해 볼 수 있는 계기가 되었네요.,5,2024-02-21,85000
그림책으로 배우는 삶과 죽음,생활지도,30,"연수를 통해 '죽음'에 관한 관심, 대화, 공부가 '삶'을 어떤 시각으로 바라보고 어떤 의미를 담아 어떻게 살아야 하는지 깊게 생각해보는 시간이 되었습니다. 강의를 여는 질문과 대답의 인터뷰 형식으로 시작하는 부분도 좋았고, 여러가지 사례들을 소개해 주시면서 매우 쉽고 천천히 풀어가는 임경희 선생님의 강의는 다음 강의를 계속 클릭하게 만들었습니다. 앞으로도 계속해서 '죽음과 삶'에 관심을 가지고 언급해 주신 책들도 살펴 보면서 다른 사람들과 함께 대화하고 서로의 생각과 경험과 사유를 나눌 수 있도록 노력하려고 합니다. 진심으로 감사드립니다. 연수 적극 추천드립니다.",5,2024-02-20,85000
그림책으로 배우는 삶과 죽음,생활지도,30,아이들과 다루기 힘든 주제인 죽음을 삶과 연결시켜 그림책을 활용해 이야기해 볼 수 있는 기회를 갖게 된 것 같아 좋은 연수가 되었습니다. 제 삶도 함께 되돌아 보는 시간이 되었습니다. 감사합니다. ^^,5,2024-02-07,85000
그림책으로 배우는 삶과 죽음,생활지도,30,재미있는 연수였습니다.,5,2024-01-15,85000
그림책으로 배우는 삶과 죽음,생활지도,30,"평소 깊게 생각하기 싫어 회피하기만 했던 죽음에 관한 고찰과 또 아이들이 죽음을 자연스럽게 받아들일 수 있게 하는 방법, 언제나 우리 삶에서 맞부딪칠 수 있는 죽음에 관해 깊이 생각해볼 수 있는 좋은 강의였습니다. 추천하고 싶어요.",5,2023-12-29,85000
그림책으로 배우는 삶과 죽음,생활지도,30,"어느새 교직생활을 마무리하는 시기, 그림책으로 배우는 삶과 죽음 연수를 통해 나에게 위로, 용기, 희망, 삶에 대한 감사함을 느끼게 해 준 멋진 연수였기에 교사로서의 첫걸음, 왕성한 활동, 마무리를 앞둔 모든 분들께 진짜 추천하고 싶은 좋은 연수입니다.",5,2023-12-25,85000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,조금이라도 이해해보려고 들었는데 어렵긴하네요. 그래도 뒤쳐지지 않으려면 익혀야 하는 것 같습니다.,5,2024-05-20,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,과학 수업에 적극적으로 활용할 수 있는 챗봇 제작 과정을 다양하게 체험해볼 수 있었습니다. 주제 선택 수업의 주제를 챗봇 만들기로 15차시 수업을 구성할 수도 있겠고 기본 교과 수업 중간중간 피드백을 위한 퀴즈형 챗봇을 활용할 수도 있을 것 같습니다. 매우 유익한 시간이었습니다.,5,2024-05-06,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,"아이스크림에 띵커벨, 게임, 툴킷, 디지털클래스툴 등 효과적인 에듀테크 수업도구에 대해 잘 배웠습니다.",5,2024-04-08,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,챗GPT가 무엇인지 실제로 경험해 볼 수 있어 좋았고 미래를 위한 교육을 맛볼수 있었습니다. 앞으로 우리 학생들에게 많은 도움이 될 것 같습니다.,5,2024-04-04,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,"인공지능 챗봇의 종류와 변화, 다양한 챗봇에 대한 상세한 소개! 챗봇 제작 과정에 대한 상세한 설명이 돋보입니다.",5,2024-04-03,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,"책을 구입하길 잘하는 것 같아요. 교안은 요약본이라서 나중에라도 참고하려면 책이 필요합니다. 고학년 아이들과 함께 해 보면 정말 아이들이 좋아할 것 같아요. 처음에는 챗봇에 대해 부정적인 생각이 많았는데, 지금은 시대를 거스를 수 없다면 잘 알고 제대로 활용해야 한다는 생각입니다.",5,2024-03-31,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,오랜만에 4학년을 맡게되어서 어리둥절한 면이 많은데.. 과학교과서에서 새로 바뀌고 달라진 교육내용을 쉽고 간단하게 설명해 주어서 새 교과서 수업에 자신감을 갖게 되었다.,5,2024-03-18,50000
"챗GPT와 함께하는 HTHT 미래 교육, 디지털리터러시를 높이는 인공지능(AI) 챗봇 제작 수업",ICT,15,좋은 강의였어요 고마워요.,5,2024-03-06,50000
